rule Mouse Gesture staggering requires exactly one direction, got 0: Mouse Down. Disabling staggering.
rule Mouse Gesture argument not direction or name of a Logitech key: M
rule Mouse Gesture argument not direction or name of a Logitech key: o
rule Mouse Gesture argument not direction or name of a Logitech key: u
rule Mouse Gesture argument not direction or name of a Logitech key: s
rule Mouse Gesture argument not direction or name of a Logitech key: e
rule Mouse Gesture argument not direction or name of a Logitech key:  
rule Mouse Gesture argument not direction or name of a Logitech key: D
rule Mouse Gesture argument not direction or name of a Logitech key: o
rule Mouse Gesture argument not direction or name of a Logitech key: w
rule Mouse Gesture argument not direction or name of a Logitech key: n
2025-10-16 22:22:32,387,387     INFO [MainThread] solaar.gtk: version 70a1da48, language en_US (UTF-8)
2025-10-16 22:22:32,832,832    DEBUG [MainThread] hidapi.udev_impl: Dbus event add Device('/sys/devices/pci0000:00/0000:00:14.0/usb1/1-8/1-8:1.2/0003:1532:0246.0006/hidraw/hidraw5')
2025-10-16 22:22:32,833,833    DEBUG [MainThread] hidapi.udev_impl: Dbus event add Device('/sys/devices/pci0000:00/0000:00:15.0/i2c_designware.0/i2c-0/i2c-ELAN0406:00/0018:04F3:30A6.0001/hidraw/hidraw0')
2025-10-16 22:22:32,833,833     INFO [MainThread] hidapi.udev_impl: Report Descriptor not processed for DEVICE /dev/hidraw0 BID 0018 VID 000004F3 PID 000030A6: Expecting 4 usages but got 2
2025-10-16 22:22:32,834,834    DEBUG [MainThread] hidapi.udev_impl: Dbus event add Device('/sys/devices/virtual/misc/uhid/0005:046D:B023.0010/hidraw/hidraw6')
2025-10-16 22:22:32,835,835     INFO [MainThread] hidapi.udev_impl: Found device /dev/hidraw6 BID 0005 VID 0000046D PID 0000B023 HID++ False True USB None None
2025-10-16 22:22:32,835,835     INFO [MainThread] solaar.listener: receiver event add DeviceInfo(path='/dev/hidraw6', bus_id=5, vendor_id='046D', product_id='B023', interface=None, driver='logitech-hidpp-device', manufacturer=None, product=None, serial='ce:61:33:f9:53:76', release=None, isDevice=True, hidpp_short=False, hidpp_long=True)
2025-10-16 22:22:32,835,835     INFO [MainThread] hidapi.udev_impl: OPEN PATH /dev/hidraw6
2025-10-16 22:22:32,835,835    DEBUG [MainThread] logitech_receiver.base: (14) pinging device 255
2025-10-16 22:22:32,835,835     INFO [MainThread] logitech_receiver.base: New lock 14
2025-10-16 22:22:32,835,835    DEBUG [MainThread] logitech_receiver.base: (14) <= w[11 FF 0012 00001900000000000000000000000000]
2025-10-16 22:22:33,212,212    DEBUG [MainThread] logitech_receiver.base: (14) => r[11 FF 0012 04051900000000000000000000000000]
2025-10-16 22:22:33,212,212    DEBUG [MainThread] logitech_receiver.device: pinged 255: online True protocol 4.5 present True
2025-10-16 22:22:33,213,213     INFO [SolaarListener:hidraw6] logitech_receiver.listener: started with <Device(255,B023,MX Master 3 Wireless Mouse,)> (14)
2025-10-16 22:22:33,213,213     INFO [SolaarListener:hidraw6] solaar.listener: <Device(255,B023,MX Master 3 Wireless Mouse,)>: notifications listener has started (14)
2025-10-16 22:22:33,213,213    DEBUG [SolaarListener:hidraw6] logitech_receiver.base: (14) pinging device 255
2025-10-16 22:22:33,213,213     INFO [SolaarListener:hidraw6] logitech_receiver.base: New lock <_ThreadedHandle(/dev/hidraw6)>
2025-10-16 22:22:33,214,214    DEBUG [SolaarListener:hidraw6] logitech_receiver.base: (14) <= w[11 FF 0013 00007800000000000000000000000000]
2025-10-16 22:22:33,214,214    DEBUG [MainThread] solaar.ui: activate
2025-10-16 22:22:33,228,228    DEBUG [SolaarListener:hidraw6] logitech_receiver.base: (14) => r[11 FF 0013 04057800000000000000000000000000]
2025-10-16 22:22:33,228,228    DEBUG [SolaarListener:hidraw6] logitech_receiver.device: pinged 255: online True protocol 4.5 present True
2025-10-16 22:22:33,229,229     INFO [SolaarListener:hidraw6] solaar.listener: status_changed <Device(255,B023,MX Master 3 Wireless Mouse,)>: paired online (0) 
2025-10-16 22:22:33,229,229    DEBUG [SolaarListener:hidraw6] logitech_receiver.base: (14) pinging device 255
2025-10-16 22:22:33,229,229    DEBUG [SolaarListener:hidraw6] logitech_receiver.base: (14) <= w[11 FF 0014 00002000000000000000000000000000]
2025-10-16 22:22:33,231,231    DEBUG [MainThread] solaar.ui: status changed: <Device(255,B023,MX Master 3 Wireless Mouse,)> (None) None
2025-10-16 22:22:33,232,232    DEBUG [MainThread] solaar.ui.icons: battery icon for None:None = battery-missing
2025-10-16 22:22:33,233,233    DEBUG [MainThread] solaar.ui.tray: picked device with lowest battery: None
2025-10-16 22:22:33,234,234    DEBUG [MainThread] solaar.ui.window: new device row ('/dev/hidraw6', 255, True, 'MX Master 3', 'input-mouse', None, None, <Device(255,B023,MX Master 3 Wireless Mouse,)>) at index 0
2025-10-16 22:22:33,243,243    DEBUG [MainThread] solaar.configuration: load => ['70a1da48', {'_NAME': 'MX Master 3 Wireless Mouse', '_absent': ['hi-res-scroll', 'lowres-scroll-mode', 'onboard_profiles', 'report_rate', 'report_rate_extended', 'pointer_speed', 'dpi_extended', 'speed-change', 'backlight', 'backlight_level', 'backlight_duration_hands_out', 'backlight_duration_hands_in', 'backlight_duration_powered', 'backlight-timed', 'led_control', 'led_zone_', 'rgb_control', 'rgb_zone_', 'brightness_control', 'per-key-lighting', 'fn-swap', 'persistent-remappable-keys', 'disable-keyboard-keys', 'crown-smooth', 'divert-crown', 'divert-gkeys', 'm-key-leds', 'mr-key-led', 'multiplatform', 'gesture2-gestures', 'gesture2-divert', 'gesture2-params', 'sidetone', 'equalizer', 'adc_power_management'], '_battery': 4096, '_dpi-sliding': 6, '_modelId': 'B02340820000', '_sensitive': {'divert-keys': True, 'dpi': False, 'reprogrammable-keys': False, 'scroll-ratchet': False, 'smart-shift': False}, '_unitId': '5FCA11C7', 'change-host': None, 'divert-keys': {82: 0, 83: 1, 86: 1, 195: 2, 196: 3}, 'dpi': 1150, 'hires-scroll-mode': False, 'hires-smooth-invert': False, 'hires-smooth-resolution': True, 'reprogrammable-keys': {80: 80, 81: 81, 82: 82, 83: 83, 86: 86, 195: 195, 196: 196}, 'scroll-ratchet': 2, 'smart-shift': 10, 'thumb-scroll-invert': False, 'thumb-scroll-mode': False}]
2025-10-16 22:22:33,244,244    DEBUG [SolaarListener:hidraw6] logitech_receiver.base: (14) => r[11 FF 0014 04052000000000000000000000000000]
2025-10-16 22:22:33,244,244    DEBUG [SolaarListener:hidraw6] logitech_receiver.device: pinged 255: online True protocol 4.5 present True
2025-10-16 22:22:33,244,244     INFO [MainThread] hidapi.udev_impl: OPEN PATH /dev/hidraw6
2025-10-16 22:22:33,244,244    DEBUG [SolaarListener:hidraw6] logitech_receiver.device: device 255 changing: active=True None present=True
2025-10-16 22:22:33,244,244    DEBUG [MainThread] logitech_receiver.base: (17) <= w[11 FF 0005 00010000000000000000000000000000]
2025-10-16 22:22:33,258,258    DEBUG [MainThread] logitech_receiver.base: (17) => r[11 FF 0005 01000100000000000000000000000000]
2025-10-16 22:22:33,258,258    DEBUG [MainThread] logitech_receiver.base: (17) <= w[11 FF 0106 00000000000000000000000000000000]
2025-10-16 22:22:33,281,281    DEBUG [MainThread] logitech_receiver.base: (17) => r[11 FF 0106 1E000000000000000000000000000000]
2025-10-16 22:22:33,282,282    DEBUG [MainThread] logitech_receiver.base: (17) <= w[11 FF 0007 00030000000000000000000000000000]
2025-10-16 22:22:33,294,294    DEBUG [MainThread] logitech_receiver.base: (17) => r[11 FF 0007 02000300000000000000000000000000]
2025-10-16 22:22:33,294,294    DEBUG [MainThread] logitech_receiver.base: (17) <= w[11 FF 0208 00000000000000000000000000000000]
2025-10-16 22:22:33,309,309    DEBUG [MainThread] logitech_receiver.base: (17) => r[11 FF 0208 035FCA11C70006B02340820000000000]
2025-10-16 22:22:33,310,310    DEBUG [MainThread] logitech_receiver.base: (17) <= w[11 FF 0009 10000000000000000000000000000000]
2025-10-16 22:22:33,332,332    DEBUG [MainThread] logitech_receiver.base: (17) => r[11 FF 0009 08000100000000000000000000000000]
2025-10-16 22:22:33,333,333    DEBUG [SolaarListener:hidraw6] logitech_receiver.base: (14) <= w[11 FF 000A 21210000000000000000000000000000]
2025-10-16 22:22:33,348,348    DEBUG [SolaarListener:hidraw6] logitech_receiver.base: (14) => r[11 FF 000A 0E000100000000000000000000000000]
2025-10-16 22:22:33,349,349    DEBUG [SolaarListener:hidraw6] logitech_receiver.settings_templates: check_feature hires-smooth-invert [HIRES WHEEL] detected <Setting([feature:1] MX Master 3:hires-smooth-invert=None)>
2025-10-16 22:22:33,349,349    DEBUG [SolaarListener:hidraw6] logitech_receiver.settings_templates: check_feature hires-smooth-resolution [HIRES WHEEL] detected <Setting([feature:1] MX Master 3:hires-smooth-resolution=None)>
2025-10-16 22:22:33,349,349    DEBUG [MainThread] logitech_receiver.base: (17) <= w[11 FF 080B 00000000000000000000000000000000]
2025-10-16 22:22:33,349,349    DEBUG [SolaarListener:hidraw6] logitech_receiver.settings_templates: check_feature hires-scroll-mode [HIRES WHEEL] detected <Setting([feature:1] MX Master 3:hires-scroll-mode=None)>
2025-10-16 22:22:33,362,362    DEBUG [MainThread] logitech_receiver.base: (17) => r[11 FF 080B 14050000000000000000000000000000]
2025-10-16 22:22:33,362,362    DEBUG [MainThread] logitech_receiver.hidpp20: battery status 20% charged, next 5%, status BatteryStatus.DISCHARGING
2025-10-16 22:22:33,362,362    DEBUG [MainThread] logitech_receiver.device: <Device(255,B023,MX Master 3 Wireless Mouse,)>: battery 20, BatteryStatus.DISCHARGING
2025-10-16 22:22:33,362,362    DEBUG [MainThread] logitech_receiver.device: device 255 changing: active=True True present=True
2025-10-16 22:22:33,363,363    DEBUG [MainThread] logitech_receiver.device: device 255 changed: active=True Battery(level=20, next_level=5, status=<BatteryStatus.DISCHARGING: 0>, voltage=None, light_level=None)
2025-10-16 22:22:33,363,363    DEBUG [SolaarListener:hidraw6] logitech_receiver.base: (14) <= w[11 FF 000C 21100000000000000000000000000000]
2025-10-16 22:22:33,363,363    DEBUG [MainThread] logitech_receiver.base: (17) pinging device 255
2025-10-16 22:22:33,385,385    DEBUG [SolaarListener:hidraw6] logitech_receiver.base: (14) => r[11 FF 000C 0D000000000000000000000000000000]
2025-10-16 22:22:33,385,385    DEBUG [SolaarListener:hidraw6] logitech_receiver.settings_templates: check_feature scroll-ratchet [SMART SHIFT] detected <Setting([feature:2] MX Master 3:scroll-ratchet=None)>
2025-10-16 22:22:33,386,386    DEBUG [SolaarListener:hidraw6] logitech_receiver.settings_templates: check_feature smart-shift [SMART SHIFT] detected <Setting([feature:4] MX Master 3:smart-shift=None)>
2025-10-16 22:22:33,386,386    DEBUG [MainThread] logitech_receiver.base: (17) <= w[11 FF 001D 0000D700000000000000000000000000]
2025-10-16 22:22:33,399,399    DEBUG [MainThread] logitech_receiver.base: (17) => r[11 FF 001D 0405D700000000000000000000000000]
2025-10-16 22:22:33,399,399    DEBUG [MainThread] logitech_receiver.device: pinged 255: online True protocol 4.5 present True
2025-10-16 22:22:33,399,399     INFO [MainThread] solaar.listener: status_changed <Device(255,B023,MX Master 3 Wireless Mouse,)>: paired online (0) 
2025-10-16 22:22:33,400,400    DEBUG [SolaarListener:hidraw6] logitech_receiver.base: (14) <= w[11 FF 000E 21500000000000000000000000000000]
2025-10-16 22:22:33,400,400    DEBUG [MainThread] solaar.ui.icons: battery icon for 20:False = battery-low
2025-10-16 22:22:33,423,423    DEBUG [SolaarListener:hidraw6] logitech_receiver.base: (14) => r[11 FF 000E 0F000000000000000000000000000000]
2025-10-16 22:22:33,423,423    DEBUG [SolaarListener:hidraw6] logitech_receiver.settings_templates: check_feature thumb-scroll-invert [THUMB WHEEL] detected <Setting([feature:1] MX Master 3:thumb-scroll-invert=None)>
2025-10-16 22:22:33,423,423    DEBUG [SolaarListener:hidraw6] logitech_receiver.settings_templates: check_feature thumb-scroll-mode [THUMB WHEEL] detected <Setting([feature:1] MX Master 3:thumb-scroll-mode=None)>
2025-10-16 22:22:33,423,423    DEBUG [SolaarListener:hidraw6] logitech_receiver.base: (14) <= w[11 FF 000F 22010000000000000000000000000000]
2025-10-16 22:22:33,445,445    DEBUG [SolaarListener:hidraw6] logitech_receiver.base: (14) => r[11 FF 000F 0C000100000000000000000000000000]
2025-10-16 22:22:33,446,446    DEBUG [SolaarListener:hidraw6] logitech_receiver.base: (14) <= w[11 FF 0C12 00000000000000000000000000000000]
2025-10-16 22:22:33,467,467    DEBUG [SolaarListener:hidraw6] logitech_receiver.base: (14) => r[11 FF 0C12 0000C8E0320FA0000000000000000000]
2025-10-16 22:22:33,468,468    DEBUG [SolaarListener:hidraw6] logitech_receiver.settings_templates: check_feature dpi [ADJUSTABLE DPI] detected <Setting([feature:2] MX Master 3:dpi=None)>
2025-10-16 22:22:33,469,469    DEBUG [SolaarListener:hidraw6] logitech_receiver.base: (14) <= w[11 FF 0003 1B040000000000000000000000000000]
2025-10-16 22:22:33,490,490    DEBUG [SolaarListener:hidraw6] logitech_receiver.base: (14) => r[11 FF 0003 09000400000000000000000000000000]
2025-10-16 22:22:33,490,490    DEBUG [SolaarListener:hidraw6] logitech_receiver.base: (14) <= w[11 FF 0004 1B010000000000000000000000000000]
2025-10-16 22:22:33,513,513    DEBUG [SolaarListener:hidraw6] logitech_receiver.base: (14) => r[11 FF 0004 00000000000000000000000000000000]
2025-10-16 22:22:33,513,513    DEBUG [SolaarListener:hidraw6] logitech_receiver.base: (14) <= w[11 FF 0905 00000000000000000000000000000000]
2025-10-16 22:22:33,535,535    DEBUG [SolaarListener:hidraw6] logitech_receiver.base: (14) => r[11 FF 0905 08000000000000000000000000000000]
2025-10-16 22:22:33,535,535    DEBUG [SolaarListener:hidraw6] logitech_receiver.base: (14) <= w[11 FF 0916 00000000000000000000000000000000]
2025-10-16 22:22:33,557,557    DEBUG [SolaarListener:hidraw6] logitech_receiver.base: (14) => r[11 FF 0916 00500038010001010400000000000000]
2025-10-16 22:22:33,558,558    DEBUG [SolaarListener:hidraw6] logitech_receiver.base: (14) <= w[11 FF 0917 01000000000000000000000000000000]
2025-10-16 22:22:33,580,580    DEBUG [SolaarListener:hidraw6] logitech_receiver.base: (14) => r[11 FF 0917 00510039010001010400000000000000]
2025-10-16 22:22:33,581,581    DEBUG [SolaarListener:hidraw6] logitech_receiver.base: (14) <= w[11 FF 0918 02000000000000000000000000000000]
2025-10-16 22:22:33,602,602    DEBUG [SolaarListener:hidraw6] logitech_receiver.base: (14) => r[11 FF 0918 0052003A310003070500000000000000]
2025-10-16 22:22:33,603,603    DEBUG [SolaarListener:hidraw6] logitech_receiver.base: (14) <= w[11 FF 0919 03000000000000000000000000000000]
2025-10-16 22:22:33,617,617    DEBUG [SolaarListener:hidraw6] logitech_receiver.base: (14) => r[11 FF 0919 0053003C310002030500000000000000]
2025-10-16 22:22:33,618,618    DEBUG [SolaarListener:hidraw6] logitech_receiver.base: (14) <= w[11 FF 091A 04000000000000000000000000000000]
2025-10-16 22:22:33,633,633    DEBUG [SolaarListener:hidraw6] logitech_receiver.base: (14) => r[11 FF 091A 0056003E310002030500000000000000]
2025-10-16 22:22:33,634,634    DEBUG [SolaarListener:hidraw6] logitech_receiver.base: (14) <= w[11 FF 091B 05000000000000000000000000000000]
2025-10-16 22:22:33,655,655    DEBUG [SolaarListener:hidraw6] logitech_receiver.base: (14) => r[11 FF 091B 00C300A9310003070500000000000000]
2025-10-16 22:22:33,656,656    DEBUG [SolaarListener:hidraw6] logitech_receiver.base: (14) <= w[11 FF 091C 06000000000000000000000000000000]
2025-10-16 22:22:33,669,669    DEBUG [SolaarListener:hidraw6] logitech_receiver.base: (14) => r[11 FF 091C 00C4009D310003070500000000000000]
2025-10-16 22:22:33,670,670    DEBUG [SolaarListener:hidraw6] logitech_receiver.base: (14) <= w[11 FF 091D 07000000000000000000000000000000]
2025-10-16 22:22:33,684,684    DEBUG [SolaarListener:hidraw6] logitech_receiver.base: (14) => r[11 FF 091D 00D700B4A00004000300000000000000]
2025-10-16 22:22:33,687,687    DEBUG [SolaarListener:hidraw6] logitech_receiver.settings_templates: check_feature reprogrammable-keys [REPROG CONTROLS V4] detected <Setting([feature:10] MX Master 3:reprogrammable-keys=None)>
2025-10-16 22:22:33,688,688    DEBUG [SolaarListener:hidraw6] logitech_receiver.settings_templates: check_feature divert-keys [REPROG CONTROLS V4] detected <Setting([feature:10] MX Master 3:divert-keys=None)>
2025-10-16 22:22:33,688,688    DEBUG [SolaarListener:hidraw6] logitech_receiver.base: (14) <= w[11 FF 000E 18140000000000000000000000000000]
2025-10-16 22:22:33,707,707    DEBUG [SolaarListener:hidraw6] logitech_receiver.base: (14) => r[11 FF 000E 0A000100000000000000000000000000]
2025-10-16 22:22:33,707,707    DEBUG [SolaarListener:hidraw6] logitech_receiver.base: (14) <= w[11 FF 0A0F 00000000000000000000000000000000]
2025-10-16 22:22:33,722,722    DEBUG [SolaarListener:hidraw6] logitech_receiver.base: (14) => r[11 FF 0A0F 03010000000000000000000000000000]
2025-10-16 22:22:33,723,723    DEBUG [SolaarListener:hidraw6] logitech_receiver.base: (14) <= w[11 FF 0002 18150000000000000000000000000000]
2025-10-16 22:22:33,737,737    DEBUG [SolaarListener:hidraw6] logitech_receiver.base: (14) => r[11 FF 0002 00000000000000000000000000000000]
2025-10-16 22:22:33,738,738    DEBUG [SolaarListener:hidraw6] logitech_receiver.settings_templates: check_feature change-host [CHANGE HOST] detected <Setting([feature:2] MX Master 3:change-host=None)>
2025-10-16 22:22:33,738,738     INFO [SolaarListener:hidraw6] logitech_receiver.device: <Device(255,B023,MX Master 3 Wireless Mouse,)> pushing device settings [<Setting([feature:1] MX Master 3:hires-smooth-invert=None)>, <Setting([feature:1] MX Master 3:hires-smooth-resolution=None)>, <Setting([feature:1] MX Master 3:hires-scroll-mode=None)>, <Setting([feature:2] MX Master 3:scroll-ratchet=None)>, <Setting([feature:4] MX Master 3:smart-shift=None)>, <Setting([feature:1] MX Master 3:thumb-scroll-invert=None)>, <Setting([feature:1] MX Master 3:thumb-scroll-mode=None)>, <Setting([feature:2] MX Master 3:dpi=None)>, <Setting([feature:10] MX Master 3:reprogrammable-keys=None)>, <Setting([feature:10] MX Master 3:divert-keys=None)>, <Setting([feature:2] MX Master 3:change-host=None)>]
2025-10-16 22:22:33,742,742    DEBUG [AsyncUI] logitech_receiver.settings: hires-smooth-invert: cached value False on <Device(255,B023,MX Master 3 Wireless Mouse,)>
2025-10-16 22:22:33,744,744    DEBUG [AsyncUI] logitech_receiver.settings: hires-smooth-resolution: cached value True on <Device(255,B023,MX Master 3 Wireless Mouse,)>
2025-10-16 22:22:33,746,746    DEBUG [AsyncUI] logitech_receiver.settings: hires-scroll-mode: cached value False on <Device(255,B023,MX Master 3 Wireless Mouse,)>
2025-10-16 22:22:33,750,750    DEBUG [AsyncUI] logitech_receiver.settings: scroll-ratchet: cached value 2 on <Device(255,B023,MX Master 3 Wireless Mouse,)>
2025-10-16 22:22:33,753,753    DEBUG [AsyncUI] logitech_receiver.settings: smart-shift: cached value 10 on <Device(255,B023,MX Master 3 Wireless Mouse,)>
2025-10-16 22:22:33,756,756    DEBUG [AsyncUI] logitech_receiver.settings: thumb-scroll-invert: cached value False on <Device(255,B023,MX Master 3 Wireless Mouse,)>
2025-10-16 22:22:33,758,758    DEBUG [AsyncUI] logitech_receiver.settings: thumb-scroll-mode: cached value False on <Device(255,B023,MX Master 3 Wireless Mouse,)>
2025-10-16 22:22:33,790,790    DEBUG [AsyncUI] logitech_receiver.settings: dpi: cached value 1150 on <Device(255,B023,MX Master 3 Wireless Mouse,)>
2025-10-16 22:22:33,797,797    DEBUG [AsyncUI] logitech_receiver.settings: reprogrammable-keys: settings read None from <Device(255,B023,MX Master 3 Wireless Mouse,)>
2025-10-16 22:22:33,802,802    DEBUG [AsyncUI] logitech_receiver.settings: divert-keys: settings read None from <Device(255,B023,MX Master 3 Wireless Mouse,)>
2025-10-16 22:22:33,805,805     INFO [AsyncUI] hidapi.udev_impl: OPEN PATH /dev/hidraw6
2025-10-16 22:22:33,805,805    DEBUG [AsyncUI] logitech_receiver.base: (19) <= w[11 FF 0A03 00000000000000000000000000000000]
2025-10-16 22:22:33,848,848    DEBUG [MainThread] solaar.ui: status changed: <Device(255,B023,MX Master 3 Wireless Mouse,)> (0) None
2025-10-16 22:22:33,849,849    DEBUG [MainThread] solaar.ui.icons: battery icon for 20:False = battery-low
2025-10-16 22:22:33,849,849    DEBUG [MainThread] solaar.ui.tray: picked device with lowest battery: ('/dev/hidraw6', 255, 'MX Master 3 Wireless Mouse', <Device(255,B023,MX Master 3 Wireless Mouse,)>)
2025-10-16 22:22:33,849,849    DEBUG [MainThread] solaar.ui.icons: battery icon for 20:False = battery-low
2025-10-16 22:22:33,849,849    DEBUG [MainThread] solaar.ui.icons: battery icon for 20:False = battery-low
2025-10-16 22:22:33,850,850    DEBUG [MainThread] solaar.ui.icons: battery icon for 20:False = battery-low
2025-10-16 22:22:33,939,939    DEBUG [SolaarListener:hidraw6] logitech_receiver.settings: hires-smooth-invert: apply (<Device(255,B023,MX Master 3 Wireless Mouse,)>)
2025-10-16 22:22:33,939,939    DEBUG [SolaarListener:hidraw6] logitech_receiver.settings: hires-smooth-invert: cached value False on <Device(255,B023,MX Master 3 Wireless Mouse,)>
2025-10-16 22:22:33,939,939    DEBUG [SolaarListener:hidraw6] logitech_receiver.settings: hires-smooth-invert: write False to <Device(255,B023,MX Master 3 Wireless Mouse,)>
2025-10-16 22:22:34,097,097    DEBUG [AsyncUI] logitech_receiver.base: (19) => r[11 FF 0A03 03010000000000000000000000000000]
2025-10-16 22:22:34,098,098    DEBUG [AsyncUI] logitech_receiver.settings: change-host: read value NamedInt(1, '2:KRedyPad') on <Device(255,B023,MX Master 3 Wireless Mouse,)>
2025-10-16 22:22:34,098,098    DEBUG [SolaarListener:hidraw6] logitech_receiver.base: (14) <= w[11 FF 0E14 00000000000000000000000000000000]
2025-10-16 22:22:34,112,112    DEBUG [SolaarListener:hidraw6] logitech_receiver.base: (14) => r[11 FF 0E14 02000000000000000000000000000000]
2025-10-16 22:22:34,112,112    DEBUG [SolaarListener:hidraw6] logitech_receiver.settings: hires-smooth-invert: current value b'\x02\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00' on <Device(255,B023,MX Master 3 Wireless Mouse,)>
2025-10-16 22:22:34,112,112    DEBUG [SolaarListener:hidraw6] logitech_receiver.settings: hires-smooth-resolution: apply (<Device(255,B023,MX Master 3 Wireless Mouse,)>)
2025-10-16 22:22:34,112,112    DEBUG [SolaarListener:hidraw6] logitech_receiver.settings: hires-smooth-resolution: cached value True on <Device(255,B023,MX Master 3 Wireless Mouse,)>
2025-10-16 22:22:34,113,113    DEBUG [SolaarListener:hidraw6] logitech_receiver.settings: hires-smooth-resolution: write True to <Device(255,B023,MX Master 3 Wireless Mouse,)>
2025-10-16 22:22:34,113,113    DEBUG [SolaarListener:hidraw6] logitech_receiver.base: (14) <= w[11 FF 0E15 00000000000000000000000000000000]
2025-10-16 22:22:34,128,128    DEBUG [SolaarListener:hidraw6] logitech_receiver.base: (14) => r[11 FF 0E15 02000000000000000000000000000000]
2025-10-16 22:22:34,128,128    DEBUG [SolaarListener:hidraw6] logitech_receiver.settings: hires-smooth-resolution: current value b'\x02\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00' on <Device(255,B023,MX Master 3 Wireless Mouse,)>
2025-10-16 22:22:34,128,128    DEBUG [SolaarListener:hidraw6] logitech_receiver.settings: hires-scroll-mode: apply (<Device(255,B023,MX Master 3 Wireless Mouse,)>)
2025-10-16 22:22:34,128,128    DEBUG [SolaarListener:hidraw6] logitech_receiver.settings: hires-scroll-mode: cached value False on <Device(255,B023,MX Master 3 Wireless Mouse,)>
2025-10-16 22:22:34,129,129    DEBUG [SolaarListener:hidraw6] logitech_receiver.settings: hires-scroll-mode: write False to <Device(255,B023,MX Master 3 Wireless Mouse,)>
2025-10-16 22:22:34,129,129    DEBUG [SolaarListener:hidraw6] logitech_receiver.base: (14) <= w[11 FF 0E16 00000000000000000000000000000000]
2025-10-16 22:22:34,150,150    DEBUG [SolaarListener:hidraw6] logitech_receiver.base: (14) => r[11 FF 0E16 02000000000000000000000000000000]
2025-10-16 22:22:34,150,150    DEBUG [SolaarListener:hidraw6] logitech_receiver.settings: hires-scroll-mode: current value b'\x02\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00' on <Device(255,B023,MX Master 3 Wireless Mouse,)>
